customer_id,age,tenure,monthly_charges,support_tickets,contract_type,internet_service,payment_method,churn
CUST-00030,45,6.0,54.5926727951973,3,monthly,dsl,credit_card,1
CUST-00031,32,0.0,69.43286811685883,3,yearly,fiber,credit_card,0
CUST-00032,23,67.0,54.43649618336117,1,monthly,none,bank_transfer,0
CUST-00033,52,13.0,43.20746682845639,5,monthly,fiber,paypal,1
CUST-00034,73,58.0,61.15963145965889,0,monthly,fiber,credit_card,0
CUST-00035,21,2.0,42.400284115708466,2,two_year,fiber,credit_card,0
CUST-00036,71,11.0,78.0699366023312,1,monthly,none,paypal,1
CUST-00037,69,7.0,41.24786264619091,0,monthly,none,bank_transfer,0
CUST-00038,35,50.0,87.79942557477628,0,yearly,fiber,credit_card,0
CUST-00039,57,44.0,40.4630233017795,4,yearly,fiber,credit_card,0
CUST-00040,28,34.0,55.842627110474844,3,yearly,fiber,credit_card,0
CUST-00041,65,17.0,54.38491479462053,1,two_year,fiber,credit_card,0
CUST-00042,61,6.0,103.12866822187097,6,monthly,dsl,bank_transfer,0
CUST-00043,39,40.0,78.2572486404148,2,two_year,fiber,bank_transfer,0
CUST-00044,22,16.0,64.70665493639014,3,two_year,dsl,bank_transfer,0
CUST-00045,78,42.0,82.46798602674308,1,monthly,fiber,bank_transfer,0
CUST-00046,45,49.0,17.3201913167578,0,yearly,fiber,credit_card,0
CUST-00047,73,61.0,68.92166025897731,3,monthly,fiber,credit_card,0
CUST-00048,60,35.0,119.93785444511907,1,monthly,fiber,credit_card,1
CUST-00049,66,0.0,73.30866266006682,4,monthly,fiber,credit_card,1
CUST-00050,65,20.0,71.69782922923339,1,monthly,fiber,bank_transfer,0
CUST-00051,30,61.0,83.7032094910549,7,two_year,fiber,credit_card,1
CUST-00052,40,38.0,92.39013108285864,0,monthly,none,bank_transfer,0
CUST-00053,46,44.0,20.063332677753507,1,yearly,fiber,credit_card,0
CUST-00054,48,32.0,27.94183795522433,4,monthly,fiber,credit_card,0
CUST-00055,20,11.0,75.25728227715366,2,monthly,fiber,credit_card,1
CUST-00056,51,64.0,52.12808595256226,2,monthly,dsl,bank_transfer,0
CUST-00057,27,55.0,102.80063155549786,3,monthly,none,bank_transfer,0
CUST-00058,64,71.0,62.1206402528694,3,yearly,dsl,paypal,0
CUST-00059,60,61.0,21.636731607172052,2,two_year,dsl,credit_card,0
CUST-00060,75,20.0,,1,monthly,dsl,bank_transfer,0
CUST-00061,64,18.0,10.0,1,two_year,fiber,bank_transfer,0
CUST-00062,40,17.0,64.14686156792719,3,yearly,none,credit_card,0
CUST-00063,77,66.0,65.29039681839042,4,yearly,dsl,credit_card,0
CUST-00064,43,40.0,59.38843225545256,4,monthly,fiber,credit_card,0
CUST-00065,38,32.0,,3,monthly,fiber,credit_card,0
CUST-00066,74,69.0,99.96299591291734,0,two_year,fiber,paypal,0
CUST-00067,40,43.0,65.74028941609723,1,yearly,fiber,credit_card,0
CUST-00068,22,65.0,16.6326583130786,2,monthly,dsl,bank_transfer,0
CUST-00069,47,70.0,85.43203951230646,0,yearly,fiber,bank_transfer,0
CUST-00070,67,5.0,83.88400571271438,1,monthly,dsl,credit_card,0
CUST-00071,29,26.0,77.73478925392362,2,yearly,none,bank_transfer,0
CUST-00072,46,,94.5369937327029,3,monthly,fiber,credit_card,0
CUST-00073,26,58.0,40.879297588474,6,two_year,fiber,bank_transfer,1
CUST-00074,60,10.0,120.21888465462847,2,monthly,dsl,credit_card,1
CUST-00075,47,22.0,46.0143061714533,1,monthly,dsl,credit_card,0
CUST-00076,38,39.0,88.73057318002137,1,yearly,fiber,credit_card,0
CUST-00077,32,57.0,27.81630763966621,2,monthly,fiber,bank_transfer,0
CUST-00078,52,8.0,46.743382818248726,1,two_year,dsl,bank_transfer,0
CUST-00079,59,43.0,107.9092161681334,3,yearly,none,bank_transfer,0
CUST-00080,76,21.0,63.477504424978754,5,monthly,fiber,credit_card,0
CUST-00081,45,15.0,90.99806512831995,0,monthly,fiber,paypal,0
CUST-00082,27,37.0,75.92388471798115,2,two_year,none,credit_card,0
CUST-00083,69,29.0,,2,yearly,fiber,paypal,1
CUST-00084,57,45.0,,0,two_year,fiber,bank_transfer,0
CUST-00085,61,22.0,64.0835293837025,0,monthly,dsl,bank_transfer,1
CUST-00086,24,59.0,25.481547310913236,1,two_year,fiber,credit_card,0
CUST-00087,37,5.0,49.918997701207374,5,monthly,fiber,bank_transfer,0
CUST-00088,65,62.0,83.77979321754235,1,yearly,dsl,bank_transfer,0
CUST-00089,69,2.0,79.8877276590627,1,monthly,dsl,credit_card,1
CUST-00090,44,52.0,30.823543744114044,0,monthly,dsl,bank_transfer,0
CUST-00091,67,24.0,51.891437014794974,5,two_year,fiber,credit_card,0
CUST-00092,70,27.0,55.456966269943834,4,two_year,dsl,bank_transfer,0
CUST-00093,42,1.0,60.86326014714437,0,monthly,dsl,bank_transfer,0
CUST-00094,73,50.0,35.602160284961215,2,two_year,dsl,paypal,0
CUST-00095,35,11.0,54.29072229701303,3,monthly,dsl,bank_transfer,0
CUST-00096,32,47.0,51.78473786851181,2,monthly,dsl,credit_card,0
CUST-00097,60,52.0,89.28833149404798,1,monthly,none,bank_transfer,0
CUST-00098,57,60.0,,5,monthly,dsl,credit_card,0
CUST-00099,26,50.0,66.3547385477796,1,monthly,fiber,bank_transfer,0
CUST-00100,69,21.0,60.19900510323171,2,monthly,none,bank_transfer,1
CUST-00101,30,53.0,73.49810780097783,4,monthly,none,bank_transfer,0
CUST-00102,67,59.0,49.58562231361063,3,yearly,fiber,credit_card,0
CUST-00103,18,22.0,41.32919794581397,3,yearly,fiber,credit_card,0
CUST-00104,67,8.0,46.49446977685707,2,yearly,dsl,bank_transfer,1
CUST-00105,66,64.0,54.129670900713585,2,monthly,fiber,credit_card,0
CUST-00106,66,10.0,40.913155005193225,1,yearly,dsl,credit_card,0
CUST-00107,59,42.0,74.05148897657187,6,monthly,dsl,credit_card,1
CUST-00108,47,17.0,88.2428918445927,2,yearly,fiber,bank_transfer,0
CUST-00109,61,9.0,30.322542480043957,3,yearly,fiber,credit_card,0
CUST-00110,35,55.0,70.62821778040083,2,monthly,none,bank_transfer,0
CUST-00111,66,10.0,64.50160511834162,2,monthly,fiber,paypal,1
CUST-00112,52,48.0,78.53771713842008,1,yearly,dsl,bank_transfer,0
CUST-00113,46,49.0,69.6765307974103,1,two_year,fiber,credit_card,0
CUST-00114,49,4.0,33.660018001709226,6,yearly,fiber,credit_card,0
CUST-00115,53,12.0,38.440267528570864,1,two_year,dsl,credit_card,0
CUST-00116,20,57.0,70.73558938962432,2,two_year,fiber,bank_transfer,0
CUST-00117,26,36.0,95.71952299363774,0,monthly,dsl,bank_transfer,0
CUST-00118,33,,14.645315723924927,1,yearly,dsl,credit_card,0
CUST-00119,25,,78.6431644950395,2,monthly,fiber,credit_card,0
CUST-00120,45,19.0,99.74055013219107,4,monthly,fiber,credit_card,1
CUST-00121,59,0.0,66.17435309484468,1,monthly,dsl,credit_card,0
CUST-00122,58,66.0,83.75506240066102,1,two_year,dsl,paypal,0
CUST-00123,47,1.0,52.423272977554944,5,yearly,dsl,credit_card,0
CUST-00124,71,39.0,67.01584501807808,0,monthly,dsl,credit_card,0
CUST-00125,53,71.0,29.47716204229621,2,monthly,fiber,credit_card,0
CUST-00126,22,41.0,11.391417289528153,0,monthly,fiber,credit_card,0
CUST-00127,65,42.0,93.56914503063189,2,yearly,dsl,credit_card,0
CUST-00128,53,27.0,45.37512680688895,0,two_year,dsl,credit_card,0
CUST-00129,57,9.0,58.61180387491424,3,monthly,dsl,credit_card,1
CUST-00130,53,41.0,35.33894366824517,4,monthly,fiber,credit_card,0
CUST-00131,52,64.0,34.750757422903106,0,yearly,dsl,bank_transfer,0
CUST-00132,23,6.0,65.6540574976346,0,monthly,dsl,bank_transfer,0
CUST-00133,52,63.0,51.760570146608835,4,monthly,fiber,credit_card,0
CUST-00134,67,29.0,79.44927494986746,3,monthly,dsl,paypal,0
CUST-00135,36,38.0,81.3134604744898,4,monthly,dsl,credit_card,0
CUST-00136,55,11.0,78.02124115811517,3,monthly,fiber,paypal,0
CUST-00137,19,44.0,75.9650197732111,3,two_year,fiber,paypal,0
CUST-00138,39,13.0,109.44420512329715,7,monthly,fiber,credit_card,1
CUST-00139,45,19.0,43.31015577387785,4,monthly,none,credit_card,0
CUST-00140,78,51.0,68.62662834492706,2,yearly,fiber,paypal,0
CUST-00141,31,3.0,98.31724551298971,2,two_year,fiber,credit_card,0
CUST-00142,35,32.0,101.6134952334509,5,monthly,fiber,credit_card,1
CUST-00143,43,42.0,34.455908766385676,1,monthly,fiber,bank_transfer,0
CUST-00144,79,9.0,62.19111395860325,5,yearly,fiber,bank_transfer,0
CUST-00145,70,21.0,103.9530273966815,7,monthly,dsl,paypal,1
CUST-00146,20,24.0,82.70197762997664,2,yearly,fiber,bank_transfer,1
CUST-00147,32,,74.88157578699432,2,monthly,fiber,paypal,0
CUST-00148,68,70.0,,3,monthly,fiber,bank_transfer,0
CUST-00149,21,60.0,,2,monthly,fiber,bank_transfer,0
CUST-00150,71,13.0,77.20547657725811,0,yearly,fiber,bank_transfer,1
CUST-00151,35,1.0,63.69064687538791,0,monthly,dsl,paypal,0
CUST-00152,74,3.0,68.9355344738889,1,monthly,dsl,paypal,0
CUST-00153,36,42.0,71.96496765287593,3,monthly,dsl,paypal,0
CUST-00154,44,11.0,53.048211787662524,1,yearly,fiber,bank_transfer,0
CUST-00155,59,16.0,83.30323434703595,4,monthly,none,bank_transfer,0
CUST-00156,25,61.0,142.8561162103855,3,yearly,dsl,credit_card,1
CUST-00157,52,62.0,25.57533401684812,4,yearly,fiber,paypal,0
CUST-00158,49,60.0,78.1003131047495,4,monthly,fiber,credit_card,1
CUST-00159,66,18.0,50.99524778452736,4,two_year,dsl,credit_card,0
CUST-00160,79,44.0,84.43506443798125,6,two_year,fiber,credit_card,1
CUST-00161,59,43.0,71.16393683319653,1,monthly,fiber,bank_transfer,0
CUST-00162,43,13.0,89.04636935106159,2,monthly,dsl,bank_transfer,0
CUST-00163,43,39.0,99.38766441271949,3,monthly,fiber,credit_card,0
CUST-00164,43,37.0,74.81052794420454,6,monthly,none,credit_card,1
CUST-00165,68,28.0,98.30130721035445,4,monthly,fiber,credit_card,1
CUST-00166,37,54.0,11.392552655283065,1,two_year,fiber,credit_card,0
CUST-00167,28,48.0,109.76130744790058,0,two_year,fiber,credit_card,0
CUST-00168,38,38.0,79.3765537973085,6,monthly,fiber,bank_transfer,1
CUST-00169,19,52.0,96.94608389362955,3,monthly,none,credit_card,0
CUST-00170,24,54.0,39.50310637896196,1,monthly,dsl,credit_card,0
CUST-00171,23,40.0,49.23075295986661,1,monthly,none,credit_card,0
CUST-00172,65,19.0,73.64845735361935,4,monthly,dsl,bank_transfer,0
CUST-00173,62,54.0,69.57405276656343,2,two_year,fiber,paypal,0
CUST-00174,61,51.0,77.07671470024974,3,two_year,fiber,credit_card,0
CUST-00175,46,70.0,97.11287902324915,6,monthly,fiber,credit_card,1
CUST-00176,62,10.0,25.86949211742877,1,yearly,none,bank_transfer,0
CUST-00177,27,30.0,94.34547679293273,4,yearly,fiber,credit_card,0
CUST-00178,73,66.0,70.20704774894817,3,yearly,fiber,paypal,0
CUST-00179,49,37.0,64.9054534718863,1,monthly,dsl,paypal,0
CUST-00180,76,67.0,33.22211914037774,2,monthly,dsl,bank_transfer,0
CUST-00181,27,0.0,82.57621670942163,3,yearly,fiber,paypal,0
CUST-00182,48,2.0,10.0,2,monthly,dsl,credit_card,0
CUST-00183,61,57.0,86.20985028096781,1,yearly,dsl,credit_card,0
CUST-00184,48,25.0,32.6973541131752,1,monthly,dsl,credit_card,0
CUST-00185,45,37.0,71.33644781543686,1,yearly,fiber,credit_card,0
CUST-00186,28,30.0,67.02077906680199,1,yearly,fiber,credit_card,1
CUST-00187,41,29.0,99.2384536823471,4,monthly,fiber,bank_transfer,1
CUST-00188,32,67.0,65.53362077465275,2,monthly,none,bank_transfer,0
CUST-00189,36,6.0,52.64653597135836,2,yearly,none,credit_card,1
CUST-00190,60,55.0,57.334932600719924,2,monthly,dsl,bank_transfer,0
CUST-00191,57,64.0,101.82206921886659,4,yearly,fiber,credit_card,0
CUST-00192,55,47.0,83.40742422952233,0,yearly,fiber,credit_card,0
CUST-00193,40,28.0,60.359250461920965,2,monthly,dsl,credit_card,0
CUST-00194,77,11.0,64.08883950088716,2,yearly,fiber,bank_transfer,0
CUST-00195,23,49.0,30.820572735363825,3,monthly,dsl,bank_transfer,0
CUST-00196,39,33.0,79.71185502128853,0,yearly,dsl,bank_transfer,0
CUST-00197,25,10.0,26.00460730761336,1,monthly,fiber,credit_card,1
CUST-00198,39,25.0,88.7949116458864,3,monthly,fiber,credit_card,1
CUST-00199,77,69.0,73.21553981228165,0,monthly,fiber,paypal,0
CUST-00200,40,19.0,129.67379498934807,0,two_year,fiber,credit_card,0
CUST-00201,74,12.0,42.49661115689236,3,two_year,dsl,credit_card,1
CUST-00202,48,49.0,67.43344772398417,1,yearly,fiber,credit_card,0
CUST-00203,61,14.0,114.95719252307657,1,monthly,fiber,credit_card,1
CUST-00204,46,66.0,99.78474100728536,8,monthly,fiber,bank_transfer,0
CUST-00205,34,61.0,52.594698710502506,6,yearly,fiber,credit_card,0
CUST-00206,65,70.0,75.5991857093362,4,yearly,dsl,bank_transfer,0
CUST-00207,78,65.0,70.04998391037718,6,monthly,dsl,paypal,0
CUST-00208,34,17.0,77.04889668485393,4,two_year,dsl,credit_card,1
CUST-00209,66,15.0,52.532989100379254,1,monthly,dsl,credit_card,0
CUST-00210,34,24.0,67.76698993248164,2,monthly,fiber,paypal,0
CUST-00211,62,33.0,30.048690618082155,3,two_year,dsl,bank_transfer,0
CUST-00212,66,63.0,73.37808629670205,1,monthly,fiber,paypal,0
CUST-00213,45,,81.2505168355458,3,monthly,none,credit_card,0
CUST-00214,63,46.0,64.3145146839029,2,yearly,fiber,bank_transfer,0
CUST-00215,34,63.0,29.623727735380307,3,two_year,fiber,paypal,0
CUST-00216,22,46.0,94.71329657128656,1,monthly,fiber,credit_card,0
CUST-00217,23,27.0,79.11312594982006,0,yearly,dsl,paypal,0
CUST-00218,45,29.0,51.84962255747558,4,monthly,fiber,bank_transfer,0
CUST-00219,73,37.0,62.984988829048405,7,monthly,none,paypal,1
CUST-00220,25,6.0,32.48326493045403,2,monthly,fiber,credit_card,1
CUST-00221,46,53.0,44.36474680555239,6,monthly,dsl,credit_card,0
CUST-00222,61,46.0,56.55471634107151,2,monthly,dsl,credit_card,0
CUST-00223,30,52.0,100.71052030700378,1,monthly,fiber,paypal,0
CUST-00224,62,38.0,54.01241522781311,2,yearly,fiber,credit_card,0
CUST-00225,36,56.0,86.00534148321897,3,yearly,fiber,credit_card,0
CUST-00226,68,68.0,56.54209492846051,0,yearly,dsl,paypal,0
CUST-00227,53,41.0,76.19868902129687,1,yearly,none,credit_card,0
CUST-00228,51,31.0,66.46511244640494,1,monthly,fiber,bank_transfer,0
CUST-00229,28,7.0,91.82641500231858,2,monthly,fiber,credit_card,1
CUST-00230,46,56.0,56.62971654453605,3,monthly,fiber,bank_transfer,0
CUST-00231,71,65.0,30.68679374993898,1,yearly,fiber,credit_card,0
CUST-00232,19,,35.45127421590918,2,monthly,dsl,bank_transfer,0
CUST-00233,65,62.0,56.70306265143107,4,monthly,fiber,bank_transfer,1
CUST-00234,48,62.0,38.77350073304868,1,monthly,fiber,credit_card,0
CUST-00235,62,57.0,80.25530039198878,3,monthly,none,credit_card,1
CUST-00236,59,,58.35579587854806,4,two_year,dsl,credit_card,0
CUST-00237,44,7.0,129.3651637506608,2,yearly,dsl,bank_transfer,0
CUST-00238,37,,26.5571351215717,1,monthly,fiber,credit_card,1
CUST-00239,56,14.0,75.09082946774502,4,yearly,none,credit_card,0
CUST-00240,26,31.0,41.80117441235828,5,yearly,dsl,credit_card,0
CUST-00241,54,53.0,57.66496649043304,2,monthly,dsl,bank_transfer,0
CUST-00242,23,32.0,73.5354868335136,3,monthly,fiber,bank_transfer,0
CUST-00243,58,1.0,11.86571562814283,3,yearly,none,credit_card,0
CUST-00244,56,15.0,75.92065291970069,1,monthly,dsl,paypal,0
CUST-00245,23,70.0,117.5726865568542,3,monthly,dsl,bank_transfer,0
CUST-00246,64,71.0,58.66404254078518,3,monthly,dsl,paypal,0
CUST-00247,43,27.0,76.49519642013773,1,yearly,dsl,bank_transfer,0
CUST-00248,66,57.0,95.62304232813499,1,two_year,dsl,credit_card,0
CUST-00249,20,51.0,65.90116249932508,2,yearly,none,paypal,0
CUST-00250,29,67.0,55.475995286712916,1,monthly,fiber,bank_transfer,0
CUST-00251,48,63.0,13.106589906956195,6,monthly,fiber,bank_transfer,0
CUST-00252,29,45.0,86.02476798487433,4,yearly,dsl,credit_card,0
CUST-00253,38,28.0,67.17078975677757,5,yearly,dsl,credit_card,1
CUST-00254,58,45.0,44.68290371529596,1,two_year,dsl,bank_transfer,0
CUST-00255,26,22.0,73.16491775694234,1,yearly,dsl,credit_card,1
CUST-00256,60,25.0,55.407991079845466,4,monthly,dsl,bank_transfer,1
CUST-00257,24,43.0,56.78934672211186,5,yearly,dsl,credit_card,0
CUST-00258,28,41.0,85.1572789027177,3,two_year,fiber,bank_transfer,0
CUST-00259,54,41.0,36.54043971690389,3,yearly,none,credit_card,0
CUST-00260,67,27.0,96.18288215184396,2,yearly,fiber,credit_card,0
CUST-00261,28,29.0,35.05784592203991,3,monthly,dsl,credit_card,0
CUST-00262,36,0.0,53.432464791118406,3,yearly,none,paypal,0
CUST-00263,75,43.0,118.07365485166443,2,monthly,fiber,bank_transfer,1
CUST-00264,79,41.0,98.18386904106056,2,monthly,fiber,paypal,0
CUST-00265,54,67.0,72.44009981238601,2,yearly,fiber,bank_transfer,0
CUST-00266,45,36.0,46.486744612469586,0,two_year,dsl,bank_transfer,0
CUST-00267,39,33.0,56.76819233250267,1,two_year,fiber,bank_transfer,0
CUST-00268,55,4.0,71.83188286464241,3,monthly,fiber,paypal,1
CUST-00269,54,14.0,70.93808080848996,1,monthly,none,paypal,0
CUST-00270,36,24.0,67.72822675935093,4,monthly,fiber,bank_transfer,1
CUST-00271,19,27.0,69.22918714789539,0,yearly,dsl,credit_card,0
CUST-00272,27,26.0,64.64062225737214,3,yearly,dsl,bank_transfer,0
CUST-00273,77,28.0,33.950531608999675,2,two_year,fiber,credit_card,0
CUST-00274,43,55.0,57.08723144597918,2,monthly,fiber,credit_card,1
CUST-00275,47,9.0,92.86560134967117,1,yearly,none,bank_transfer,0
CUST-00276,46,23.0,35.79164256122206,1,yearly,dsl,paypal,0
CUST-00277,66,11.0,65.26111221151804,2,monthly,fiber,credit_card,0
CUST-00278,22,22.0,49.5061517807289,2,two_year,dsl,credit_card,0
CUST-00279,23,49.0,72.78376073495278,1,yearly,dsl,paypal,0
CUST-00280,35,3.0,60.284170473329546,1,monthly,fiber,credit_card,0
CUST-00281,48,24.0,106.93484162436673,1,monthly,dsl,credit_card,0
CUST-00282,59,1.0,82.66457885475634,2,two_year,fiber,bank_transfer,0
CUST-00283,48,68.0,37.20492085556972,1,yearly,fiber,paypal,0
CUST-00284,45,52.0,86.78070029034247,5,yearly,none,bank_transfer,1
CUST-00285,76,17.0,50.63370359344842,0,yearly,fiber,bank_transfer,0
CUST-00286,27,14.0,55.57509071556166,1,monthly,fiber,credit_card,0
CUST-00287,53,7.0,,0,yearly,fiber,credit_card,0
CUST-00288,51,34.0,57.70631450674663,1,two_year,dsl,bank_transfer,0
CUST-00289,47,54.0,92.32139540807388,1,monthly,dsl,paypal,0
CUST-00290,68,42.0,50.63724846216512,3,yearly,none,credit_card,0
CUST-00291,34,63.0,54.52633618521592,2,monthly,fiber,credit_card,0
CUST-00292,77,24.0,53.59072766129728,1,monthly,dsl,credit_card,0
CUST-00293,38,20.0,55.859031291124026,2,monthly,dsl,credit_card,1
CUST-00294,51,34.0,,1,two_year,fiber,credit_card,0
CUST-00295,50,14.0,85.71990734025758,2,monthly,fiber,credit_card,0
CUST-00296,70,70.0,112.74859885030178,1,monthly,dsl,bank_transfer,0
CUST-00297,45,13.0,126.69110509748137,2,yearly,fiber,credit_card,0
CUST-00298,35,34.0,44.2320742016915,6,monthly,dsl,bank_transfer,0
CUST-00299,19,37.0,71.76047818318222,4,yearly,dsl,bank_transfer,0
CUST-00300,40,,,1,two_year,fiber,paypal,0
CUST-00301,69,33.0,50.559851806293324,4,monthly,none,paypal,0
CUST-00302,18,32.0,54.24793724360826,3,monthly,dsl,credit_card,0
CUST-00303,73,18.0,43.57112814654314,1,two_year,fiber,credit_card,0
CUST-00304,51,9.0,43.70281817753966,2,monthly,dsl,bank_transfer,1
CUST-00305,26,3.0,66.39289053699363,6,monthly,fiber,credit_card,1
CUST-00306,36,0.0,39.58203954033982,5,two_year,dsl,credit_card,0
CUST-00307,52,34.0,91.05317397844082,1,two_year,fiber,credit_card,0
CUST-00308,37,6.0,47.056161564562146,4,yearly,fiber,paypal,1
CUST-00309,24,69.0,140.2392242524098,3,yearly,fiber,credit_card,1
CUST-00310,59,17.0,58.71538872589012,0,two_year,fiber,bank_transfer,0
CUST-00311,59,46.0,71.8004410479263,3,yearly,fiber,credit_card,0
CUST-00312,25,48.0,37.61647038834912,2,yearly,fiber,bank_transfer,0
CUST-00313,35,35.0,112.65229395319098,4,yearly,none,credit_card,1
CUST-00314,33,63.0,97.9875170200729,1,yearly,fiber,paypal,0
CUST-00315,58,7.0,77.42289676840281,1,monthly,fiber,bank_transfer,1
CUST-00316,63,16.0,36.32993628051086,3,monthly,fiber,credit_card,0
CUST-00317,63,18.0,,3,monthly,dsl,credit_card,0
CUST-00318,76,9.0,41.964223849568626,4,monthly,fiber,paypal,1
CUST-00319,65,21.0,106.55888158683402,2,monthly,dsl,bank_transfer,0
CUST-00320,37,22.0,90.22986829632931,5,monthly,dsl,credit_card,1
CUST-00321,24,55.0,72.3859759621934,3,yearly,fiber,credit_card,0
CUST-00322,56,21.0,10.0,6,monthly,none,credit_card,1
CUST-00323,74,63.0,45.414600533524236,2,monthly,fiber,credit_card,0
CUST-00324,78,55.0,87.19402828999681,5,monthly,dsl,credit_card,0
CUST-00325,32,64.0,100.3220922930789,2,monthly,fiber,credit_card,0
CUST-00326,32,7.0,97.72924528730329,5,yearly,dsl,credit_card,0
CUST-00327,20,70.0,30.199674943963615,0,monthly,dsl,paypal,0
CUST-00328,26,44.0,77.5388076703226,2,monthly,fiber,bank_transfer,0
CUST-00329,52,70.0,95.38788041207324,0,yearly,fiber,paypal,0
CUST-00330,51,25.0,28.54161086044387,3,monthly,fiber,bank_transfer,0
CUST-00331,40,68.0,69.80238711566909,3,monthly,fiber,bank_transfer,0
CUST-00332,37,,76.8460599577114,0,yearly,none,credit_card,0
CUST-00333,69,5.0,62.48088537883163,1,yearly,dsl,bank_transfer,0
CUST-00334,46,,23.69595361496996,2,yearly,dsl,credit_card,0
CUST-00335,68,9.0,61.857547248156784,3,yearly,none,bank_transfer,0
CUST-00336,77,67.0,61.8173642436244,1,two_year,dsl,paypal,0
CUST-00337,37,21.0,66.29818988630615,4,monthly,dsl,paypal,0
CUST-00338,30,16.0,55.91321436437326,4,yearly,fiber,credit_card,0
CUST-00339,77,39.0,58.924696168963315,4,yearly,fiber,bank_transfer,0
CUST-00340,57,30.0,69.00734294132555,4,monthly,fiber,credit_card,0
CUST-00341,36,6.0,81.06136512424278,1,two_year,fiber,credit_card,0
CUST-00342,56,58.0,62.38933092858332,1,monthly,fiber,credit_card,0
CUST-00343,49,60.0,59.758776790799956,4,two_year,fiber,credit_card,0
CUST-00344,74,53.0,72.30885095636145,2,yearly,fiber,bank_transfer,0
CUST-00345,33,44.0,21.97710185262046,1,monthly,fiber,credit_card,0
CUST-00346,79,28.0,81.92587818066146,2,monthly,fiber,credit_card,1
CUST-00347,76,39.0,69.98592257192603,3,two_year,fiber,paypal,0
CUST-00348,29,37.0,70.99233816493904,2,yearly,fiber,bank_transfer,0
CUST-00349,28,11.0,94.0183576898616,2,monthly,fiber,credit_card,1
CUST-00350,51,5.0,,2,monthly,dsl,bank_transfer,0
CUST-00351,20,18.0,,0,yearly,dsl,bank_transfer,0
CUST-00352,36,,76.84509613308799,3,monthly,fiber,bank_transfer,1
CUST-00353,44,11.0,69.8220786217871,1,yearly,fiber,bank_transfer,0
CUST-00354,78,7.0,74.2544235797983,3,yearly,fiber,paypal,0
CUST-00355,79,61.0,58.44682312068886,3,monthly,fiber,credit_card,0
CUST-00356,27,26.0,86.60884185599828,2,yearly,fiber,bank_transfer,0
CUST-00357,73,42.0,93.315971074778,1,monthly,none,credit_card,0
CUST-00358,23,37.0,82.09955734878818,6,two_year,fiber,paypal,1
CUST-00359,64,52.0,63.479288539885424,3,two_year,fiber,credit_card,0
CUST-00360,70,53.0,17.307765309639926,2,monthly,dsl,credit_card,0
CUST-00361,73,21.0,89.2309052009282,1,monthly,dsl,paypal,0
CUST-00362,31,61.0,100.54321665543982,2,monthly,fiber,bank_transfer,1
CUST-00363,73,26.0,86.1139602995995,0,two_year,fiber,credit_card,0
CUST-00364,25,60.0,48.008939315812334,5,monthly,none,credit_card,0
CUST-00365,50,29.0,86.84485984169395,5,yearly,fiber,credit_card,0
CUST-00366,47,7.0,91.51324269903614,5,two_year,dsl,paypal,0
CUST-00367,37,54.0,108.97040619497714,0,monthly,dsl,credit_card,0
